Date,Rain,Temp Max,Temp Min
14-07-1952,0.193943366,28.29999924,20.75
15-07-1952,0,28.98999977,20.87999916
16-07-1952,10.55816078,28.5,20.53000069
17-07-1952,13.69749451,26.98999977,19.78000069
18-07-1952,4.234584332,26.52000046,19.82999992
19-07-1952,0,27.76000023,20.23999977
20-07-1952,0,27.42000008,20.29999924
21-07-1952,0,27.46999931,20.01000023
22-07-1952,0,28.15999985,20.73999977
23-07-1952,1.052835464,27.75,20.45999908
24-07-1952,0,26.97999954,20.75
25-07-1952,0,26.60000038,20.27000046
26-07-1952,0,28.46999931,20.37999916
27-07-1952,0,28.63999939,20.56999969
28-07-1952,0,28.28000069,20.87000084
29-07-1952,0,29.39999962,20.76000023
30-07-1952,0.249355763,29.62000084,21.04999924
31-07-1952,0,28.36000061,20.95999908
01-08-1952,0,28.70000076,20.34000015
02-08-1952,1.454365849,28.98999977,20.36000061
03-08-1952,0.35325399,28.77000046,21.13999939
04-08-1952,2.908731699,27.53000069,20.22999954
05-08-1952,1.767810702,29.19000053,20.70999908
06-08-1952,2.700965166,29.81999969,20.62000084
07-08-1952,0,29.67000008,20.81999969
08-08-1952,2.197182178,28.12000084,20.53000069
09-08-1952,0.616462886,28.84000015,20.26000023
10-08-1952,2.103636265,28.45999908,20.35000038
11-08-1952,0,29.13999939,20.22999954
12-08-1952,0,29.55999947,20.27000046
13-08-1952,3.635914564,28.72999954,20.44000053
14-08-1952,0.779124558,27.92000008,20.84000015
15-08-1952,3.077454805,28.45000076,21.04999924
16-08-1952,3.152971029,27.87999916,20.78000069
17-08-1952,0,28.80999947,20.73999977
18-08-1952,0,28.82999992,21.13999939
19-08-1952,3.483837128,28.89999962,20.81999969
20-08-1952,6.135126591,28.70000076,21.06999969
21-08-1952,12.11824131,27.92000008,20.11000061
22-08-1952,12.29188728,27.22999954,20.18000031
23-08-1952,9.829636574,27.39999962,19.90999985
24-08-1952,0,28.53000069,20.37999916
25-08-1952,0,29.11000061,20.94000053
26-08-1952,0.900346637,29.62000084,20.64999962
27-08-1952,0,29.18000031,20.17000008
28-08-1952,0,28.77000046,20.05999947
29-08-1952,3.159134626,29.29999924,19.97999954
30-08-1952,14.38289356,27.95999908,19.5
31-08-1952,0,26.87999916,19.84000015
01-09-1952,1.565497279,29.11000061,20.07999992
02-09-1952,0,29.10000038,20.11000061
03-09-1952,0,29.20999908,20.07999992
04-09-1952,0.193943366,29.14999962,20.14999962
05-09-1952,0,28.95000076,20.10000038
06-09-1952,0,29.03000069,20.05999947
07-09-1952,2.83081913,29.29000092,20.15999985
08-09-1952,0,28.94000053,19.96999931
09-09-1952,0,29.15999985,20.05999947
10-09-1952,0,29.07999992,20.20999908
11-09-1952,0,29.12000084,19.86000061
12-09-1952,0,29.05999947,20.04000092
13-09-1952,0,29.20000076,20.04999924
14-09-1952,0,29.57999992,20.12000084
15-09-1952,0,29.59000015,20.06999969
16-09-1952,0,29.45000076,20.26000023
17-09-1952,0,29.40999985,20.09000015
18-09-1952,0,29.05999947,20.04000092
19-09-1952,0,29.12999916,20.06999969
20-09-1952,0,28.95999908,20.04000092
21-09-1952,0,29.06999969,20.09000015
22-09-1952,0,29.12000084,20.21999931
23-09-1952,0,29.27000046,20.11000061
24-09-1952,0,28.97999954,20.04999924
25-09-1952,5.267271996,28.95999908,20.07999992
26-09-1952,2.285761356,29.04000092,20.20000076
27-09-1952,0,28.87999916,20.10000038
28-09-1952,22.09425354,28.98999977,20.07999992
29-09-1952,1.322970986,28.79000092,20.04000092
